token_index,valuation
1000.0,141337.54061734577
1001.0,199445.44108942896
1002.0,160682.51171910533
1003.0,32009.35168713823
1005.0,62012.89731340694
1006.0,78268.0377835673
1007.0,74404.88749788751
1009.0,158351.69923134844
1010.0,54767.40151446716
1011.0,83849.023857819
1012.0,74563.57769755123
1013.0,134158.07223150923
1014.0,91638.54575765341
1015.0,67634.08095412499
1027.0,49347.482877729
1029.0,114053.29321800798
1030.0,74920.60173602507
1036.0,28324.940713904405
1041.0,85237.58313928847
1043.0,85638.64244894765
1044.0,43945.070562564746
1045.0,104230.90044180401
1048.0,62983.67699706239
1052.0,25037.605720068812
1054.0,58484.388188979734
1056.0,109363.15513896251
1058.0,116674.18020350633
1059.0,147311.5565729642
1060.0,14217.383968595133
1062.0,39868.888623586514
1068.0,80346.55094596685
1071.0,52021.35201524953
1072.0,72473.89275001978
1075.0,101352.04009077697
1083.0,29458.77108513566
1084.0,110830.46102907721
1085.0,141749.20063074506
1091.0,164664.51203772408
1092.0,193156.23836634797
1094.0,119620.08450917943
1095.0,134833.34417641693
1096.0,70591.16828333349
1100.0,47317.52366707612
1102.0,87392.11132042635
1110.0,151389.52248298214
1112.0,150603.2315721794
1116.0,116568.28873036525
1118.0,71850.89933881743
1119.0,479549.5293056403
1123.0,119996.01656157152
1127.0,29473.979775037198
1129.0,42261.502737086324
1139.0,153012.66914000805
1142.0,142246.151042761
1143.0,72797.53104490825
1146.0,25954.053443340257
1151.0,77276.70263394341
1155.0,69739.09737427326
1160.0,33763.00599949635
1161.0,124724.62596948343
1162.0,789601.5122900446
1163.0,138911.38640612873
1170.0,30995.040934768636
1173.0,160391.21257227974
1175.0,157242.5945570384
1180.0,138109.78274811106
1181.0,86185.40858638317
1183.0,149145.72384162768
1184.0,87648.47470581248
1186.0,165666.11735673354
1187.0,175995.84152476786
1189.0,109693.90766647692
1190.0,573517.325324664
1196.0,55764.34525571627
1203.0,119533.07756290595
1205.0,61878.415252554
1209.0,129855.18614870051
1210.0,79250.98450602552
1211.0,26150.25883578617
1212.0,40884.95875771374
1215.0,74247.80012221649
1216.0,63463.21299454599
1222.0,105067.88633852727
1225.0,105602.38649179172
1232.0,-129094.4631162024
1234.0,41526.79967845648
1236.0,47186.60970642688
1238.0,32008.89027661336
1240.0,66576.6265712632
1241.0,121605.93585723414
1243.0,83013.10619080545
1244.0,71978.99598183802
1251.0,104995.77163182067
1252.0,40542.716049835166
1253.0,50814.746884316264
1254.0,91484.52624831875
1256.0,31976.72502018259
1257.0,29888.48806529644
1261.0,182809.47402037392
1263.0,84312.7115188122
1266.0,58758.50995411856
1267.0,184667.5518336353
1269.0,104741.55339605226
1270.0,84790.39833965176
1271.0,266743.7470772535
1275.0,104898.93766773757
1279.0,161243.46776620322
1280.0,56314.89427046255
1281.0,70014.72942336732
1287.0,88112.60720713963
1288.0,84756.23203017999
1289.0,158327.57309995702
1290.0,130502.17123519134
1299.0,66265.02946928974
1302.0,72657.65294960135
1306.0,59689.558278539575
1308.0,127466.09660543528
1315.0,94126.26793616846
1316.0,152855.38023921216
1319.0,170987.09778377722
1320.0,62235.236302515295
1321.0,70292.02307364767
1322.0,53304.00756476632
1324.0,48708.46923171666
1325.0,55790.58187435811
1326.0,47389.36554723093
1328.0,238376.20076314098
1330.0,72981.95735235463
1334.0,60601.36520682045
1335.0,27383.20759417559
1336.0,72872.26092373504
1338.0,79802.83966178179
1340.0,66331.49567012017
1342.0,50695.526511012635
1345.0,71390.29342715147
1349.0,36698.83852637666
1350.0,36323.19102629299
1351.0,27371.815154214208
1353.0,60321.670843426386
1354.0,72736.23619049562
1360.0,56464.06903831396
1361.0,72231.881027372
1362.0,112919.55170850077
1369.0,92258.65559083218
1370.0,88674.01384663131
1372.0,55137.98268914334
1374.0,-25478.00491863183
1376.0,75993.0901888587
1378.0,47574.31482756971
1379.0,57018.25671400585
1381.0,128453.30735483383
1384.0,62954.772344027144
1385.0,61483.747294188404
1386.0,167212.013465291
1387.0,19357.90371609415
1389.0,74703.31491438382
1392.0,61531.43943248094
1394.0,124053.96454436245
1396.0,31787.558313632773
1397.0,41713.837413247005
1398.0,32929.61297393888
1401.0,155758.9102138883
1402.0,55465.02711277659
1403.0,50193.27208673813
1404.0,125454.31086283499
1405.0,64622.11128454668
1406.0,119558.4028183522
1407.0,44931.11623021802
1411.0,102071.13950081018
1413.0,67274.5575951323
1416.0,63323.594853349125
1417.0,150238.57596460785
1420.0,99388.03673065049
1422.0,231708.18878979282
1423.0,61486.446319118586
1424.0,94014.17724754085
1425.0,33969.5355935346
1426.0,66180.3006664024
1427.0,79011.21521351983
1430.0,129055.51140275966
1435.0,61143.208908319415
1436.0,48851.398095902296
1439.0,172942.96152108055
1440.0,59715.18626968432
1443.0,64428.667754856484
1444.0,66428.00429931133
1446.0,96698.23762270426
1447.0,54966.51291774765
1448.0,50428.472463939506
1451.0,58670.53433012715
1454.0,102213.65491638932
1456.0,53162.73431566433
1458.0,31310.530820909273
1462.0,149999.3006013713
1463.0,181244.2334874246
1464.0,52874.08538428426
1467.0,69212.74715981398
1469.0,42450.612579170214
1473.0,53223.8785129402
1474.0,67587.09198964635
1475.0,131300.00019289192
1476.0,162128.4392374928
1479.0,29897.554543460596
1480.0,135396.10865074577
1482.0,62481.27852607615
1484.0,250194.09220523227
1489.0,82899.01255193178
1490.0,43483.86312065703
1495.0,57083.114662488544
1499.0,157605.1928298028
1501.0,64775.9169063159
1502.0,94827.33963711723
1504.0,67697.34972101531
1507.0,87864.05794298703
1509.0,37553.64801443603
1510.0,42721.115496855935
1512.0,36075.06536943913
1513.0,79904.78457574997
1514.0,182659.10576299301
1516.0,61416.169044884155
1517.0,65697.7273529522
1519.0,56878.485749688494
1520.0,128476.18060426865
1521.0,44838.24328049552
1522.0,60268.54350060639
1523.0,129366.11232714585
1524.0,60826.29735730912
1527.0,55507.68558519396
1531.0,74330.15654251914
1532.0,183056.62256966627
1533.0,77529.74071063196
1535.0,87551.99174262263
1537.0,66145.2690409763
1539.0,64412.07801575073
1540.0,66173.0685401144
1541.0,137595.44132478954
1546.0,112185.12929524588
1548.0,26148.390086218045
1552.0,57952.86113903456
1555.0,32980.101003769916
1556.0,79584.19428947812
1557.0,58297.91921760359
1558.0,14239.22091842865
1561.0,57951.00698817882
1564.0,67431.26365846035
1565.0,62428.5836474808
1566.0,54101.187531096904
1575.0,113406.55014432252
1580.0,108939.26578514541
1581.0,53813.45797497967
1585.0,67321.65412034115
1586.0,40236.39209810782
1587.0,90808.1099217635
1588.0,127677.43245445954
1589.0,40144.97985315881
1590.0,44022.778638298834
1592.0,45857.87659448898
1594.0,50101.43018880055
1595.0,61620.1764467657
1597.0,63930.3378378482
1600.0,134754.13874864584
1605.0,166581.1526786351
1610.0,29154.356734801557
1611.0,85958.7465077868
1613.0,90701.9337554171
1614.0,55760.6674116728
1615.0,172087.65483716762
1617.0,71015.60883691243
1618.0,57776.51900098218
1621.0,61566.882830485505
1622.0,63612.275926004106
1623.0,144389.17396183964
1624.0,22833.632696753055
1625.0,36284.369613675706
1626.0,65112.42919454425
1630.0,52202.895569575434
1631.0,136167.14603575974
1633.0,137845.76936231006
1636.0,82043.25889575107
1638.0,38613.84837239444
1639.0,94135.06243039318
1640.0,101346.02036121368
1642.0,25550.41723669127
1648.0,88237.41283856198
1649.0,61296.40118435285
1650.0,57090.164476812104
1651.0,561251.1070034333
1665.0,35034.75943016531
1667.0,47430.83154428957
1672.0,113376.51168997365
1673.0,64244.397639821356
1676.0,65642.17172278263
1677.0,121749.80465543215
1678.0,56534.32828445443
1683.0,64606.818147792634
1684.0,841941.9953568457
1689.0,121993.19880470117
1690.0,20367.540653161836
1691.0,86589.90383664881
1692.0,60308.15169864635
1693.0,95423.98921351123
1695.0,74376.5021385736
1696.0,80320.30715032514
1697.0,154344.3713564354
1702.0,71234.63007911747
1703.0,124414.02783879917
1704.0,51439.62356410674
1707.0,67427.06484461002
1710.0,208262.39698177957
1711.0,187266.9328548963
1715.0,67113.01124028474
1716.0,80803.42038640892
1719.0,55155.299417601105
1721.0,168725.4509824865
1722.0,64910.49051213749
1728.0,101633.50686981321
1733.0,57874.82007325768
1735.0,176038.01666066193
1737.0,71345.21483928662
1739.0,65469.31941303136
1743.0,27454.188442245635
1744.0,77968.56868484942
1745.0,154521.0571019291
1747.0,49222.673784185514
1749.0,90445.40701024752
1750.0,56012.649444014605
1752.0,84460.27300629417
1753.0,100321.8263128589
1754.0,57445.031016332025
1757.0,30701.157329309426
1760.0,37374.61561877947
1764.0,131156.58800870326
1765.0,97563.82420404315
1766.0,211955.1275946194
1767.0,103538.1792598129
1769.0,59863.93907518357
1770.0,159973.99887457123
1771.0,69738.88326713254
1773.0,49339.005105485514
1775.0,131136.15129745723
1776.0,76249.5005110478
1777.0,57343.320187385965
1778.0,45674.54730336961
1780.0,161244.14206368435
1781.0,97535.63697266256
1782.0,61611.71230890326
1784.0,41674.48679743643
1786.0,46542.94486068556
1788.0,27156.42472655928
1791.0,45431.347055312275
1793.0,192291.83356481275
1794.0,146735.90749199648
1796.0,59489.03638210735
1797.0,52593.20101899457
1798.0,75762.63598861755
1802.0,114236.46646887012
1803.0,95195.04664461307
1804.0,50226.6588873551
1805.0,58934.049571386975
1808.0,24223.79900006842
1812.0,74463.76316804439
1813.0,67469.79782328788
1814.0,43257.021015683684
1817.0,111413.08938012888
1824.0,45380.96755396746
1825.0,53781.863682206196
1828.0,55003.24340141892
1829.0,78958.18685235443
1830.0,91692.98176333567
1831.0,117078.04952455948
1833.0,60747.02314294503
1834.0,101336.98959819449
1836.0,116533.7901959531
1839.0,515164.65430128016
1841.0,37506.30133555273
1842.0,4505.992731342131
1843.0,115162.00036285393
1845.0,46443.103970659824
1846.0,31537.338229215122
1848.0,100653.0639866101
1849.0,80600.58957729727
1851.0,23641.632071389184
1852.0,73127.2412569991
1853.0,62894.3967657348
1855.0,132389.1946683404
1856.0,55277.1477646928
1857.0,118425.83910151274
1859.0,93537.9383612996
1860.0,132341.77685915807
1862.0,112606.49315201254
1864.0,167038.9365112402
1866.0,98327.20230834937
1870.0,95307.7752802131
1872.0,100230.43344186393
1873.0,64822.201428045024
1874.0,21641.418463936177
1875.0,47814.426349920046
1878.0,100098.66700998628
1880.0,34517.71586192522
1881.0,58118.47441344953
1884.0,193842.722035159
1886.0,205409.19635136373
1889.0,74197.37597072351
1890.0,80856.37875226201
1891.0,37683.08864389961
1893.0,121068.41572812219
1898.0,48121.20472102776
1901.0,60335.77131873234
1902.0,42061.22323572578
1903.0,60513.823477363825
1904.0,39813.20420036369
1905.0,147462.7037206087
1908.0,50328.48700377873
1910.0,53082.053709959335
1912.0,96214.85019077786
1915.0,91672.87050138609
1917.0,75982.50796371885
1922.0,102206.17097865448
1930.0,78820.78250004491
1932.0,53573.378900037555
1934.0,44661.13753053313
1936.0,47922.522662437965
1937.0,45689.17995520943
1939.0,65907.99407186164
1941.0,85560.8293078692
1942.0,135681.59964071194
1943.0,187064.468970476
1944.0,45196.854346671214
1946.0,66139.6779742382
1947.0,120116.50427077686
1951.0,71598.98712755405
1953.0,160636.76883265006
1956.0,50907.60620863631
1957.0,140769.19905055076
1961.0,151622.21797914448
1963.0,-24249.859292194873
1965.0,175021.82647925845
1966.0,85272.15355447524
1967.0,123999.68866864221
1970.0,64547.711379177286
1979.0,138263.95063357565
1981.0,49369.529084360096
1987.0,66935.4958551121
1991.0,85485.29466154517
1995.0,69462.26481837005
1997.0,135004.33607235353
2000.0,32934.262740809376
2004.0,64945.121154881876
2006.0,90847.48336812179
2008.0,96481.75150361743
2011.0,65594.32123973084
2013.0,54461.15448362785
2015.0,81233.06070895445
2016.0,136047.68708670154
2017.0,165152.4879754514
2023.0,133403.52177074988
2028.0,137248.33559511186
2031.0,24133.624041672207
2032.0,62197.42018517315
2036.0,174579.45122485782
2037.0,61280.668903372454
2039.0,92732.8738494746
2040.0,59621.64420457734
2041.0,35346.6136553164
2042.0,77268.88790403686
2043.0,48820.00546362436
2044.0,35115.702101270464
2045.0,81223.25129471876
2047.0,67306.85974300702
2050.0,51925.67244787422
2053.0,62819.45613978886
2054.0,26467.67053692218
2055.0,39635.34186920583
2056.0,68983.15006343034
2057.0,44978.72443693831
2058.0,167323.4425279597
2061.0,106647.80923756174
2063.0,60129.508648250674
2065.0,226418.10838011763
2066.0,1033594.2455855382
2067.0,92060.85046554633
2068.0,54554.118760961246
2069.0,52009.7291225223
2070.0,40200.53828780601
2071.0,37937.21549041026
2072.0,77710.26514446823
2075.0,39676.902745144595
2076.0,140721.83916567627
2079.0,74192.72604744392
2080.0,119660.58872056843
2086.0,64359.25493625205
2088.0,97187.80034474444
2094.0,136185.42992072555
2097.0,92138.02809322979
2099.0,100043.18833727864
2100.0,46881.831964986646
2102.0,138053.26157943063
2103.0,75679.47729474102
2106.0,78083.7914805811
2108.0,73359.06775121058
2109.0,105242.07887425674
2110.0,23481.723381000815
2111.0,110010.55815038066
2112.0,100600.21640085868
2113.0,65887.89839834062
2119.0,65904.33262913147
2122.0,84203.51508768482
2124.0,72122.00780204826
2125.0,47964.536871679236
2126.0,86299.26666324017
2127.0,53018.83435951428
2128.0,46492.59306892814
2129.0,30147.246089835466
2135.0,44559.30672738227
2136.0,109730.87850740249
2138.0,49288.98205501759
2139.0,86336.14439370568
2140.0,1549106.432955514
2141.0,25599.987050714866
2142.0,166507.43905743363
2144.0,63610.98393012509
2149.0,33507.488405350385
2150.0,117844.21842309114
2151.0,25520.478227354884
2153.0,60164.29948891457
2154.0,37716.22545501434
2155.0,54321.14949970812
2156.0,56197.496956978175
2158.0,54462.99411190342
2160.0,165363.928662037
2161.0,20170.571882759206
2163.0,68966.76763685224
2168.0,88497.84276434065
2172.0,50097.40815708071
2173.0,43329.40587731841
2175.0,95003.0455975767
2177.0,62226.632715022024
2179.0,144848.41424263568
2181.0,54174.045569862115
2182.0,148790.38339750774
2184.0,46188.02266816977
2188.0,46636.17380823719
2190.0,99237.52075447036
2191.0,174845.50693160747
2193.0,147140.7293023265
2194.0,88736.70310864437
2196.0,72191.5408154981
2197.0,50580.46623125143
2200.0,112670.3403912435
2202.0,413813.1890090317
2205.0,29145.581069144562
2207.0,100261.06443639415
2209.0,194381.7426765168
2210.0,85741.06895579236
2211.0,65688.66761907977
2212.0,86924.1871191104
2213.0,69929.30463442196
2215.0,135850.31134509333
2216.0,32363.687684693417
2220.0,57571.561342549365
2221.0,79612.61546132101
2222.0,134084.42226609538
2223.0,126349.02396546215
2224.0,103594.3716325942
2227.0,114095.06103753811
2228.0,83582.74941661872
2230.0,16235.539623611256
2231.0,44374.605629905804
2233.0,69897.19248144125
2235.0,87166.8890010638
2236.0,144902.07343404574
2237.0,88387.47036788051
2238.0,83037.84238513227
2241.0,73424.17562790932
2242.0,34965.22283949706
2245.0,80272.05999892115
2248.0,87490.55589262884
2249.0,74337.45833819515
2250.0,76371.20727655961
2253.0,233083.95604816577
2256.0,192236.89558303598
2257.0,101753.37108182395
2259.0,28391.651763181617
2261.0,118298.68755664866
2263.0,117849.686200058
2265.0,62449.34204755025
2266.0,53468.363895806884
2268.0,189121.23578092887
2275.0,208569.7049013291
2276.0,82011.78231873296
2279.0,173925.69213014035
2280.0,56232.395117815846
2281.0,144959.1603368363
2285.0,25248.77341848766
2286.0,38561.80057242753
2287.0,48828.47413072027
2289.0,47065.5934660673
2290.0,100923.49260679197
2291.0,34554.09038166177
2292.0,71585.20921479502
2294.0,89289.32993440505
2296.0,63592.864702748266
2297.0,60324.60203888314
2300.0,74743.81170950344
2302.0,25928.02135425813
2303.0,37405.24132674482
2306.0,485757.5528936104
2308.0,50321.85194482971
2309.0,48288.7338768282
2310.0,444571.95340761694
2311.0,227896.51779150136
2313.0,34238.73859468318
2314.0,74087.76567306559
2315.0,36520.91360699781
2318.0,64305.503611064305
2320.0,30824.455168965
2321.0,60943.43609194799
2325.0,180511.51503180398
2326.0,20918.16198110248
2327.0,116461.81133796374
2328.0,30475.48204428807
2329.0,441121.88831744826
2333.0,93535.12643021689
2336.0,164342.2585683258
2338.0,1541601.9704334016
2339.0,38585.64373227605
2340.0,29764.169784551104
2342.0,68106.5634343427
2343.0,95727.28261718896
2347.0,85227.34702979623
2348.0,80313.31226862625
2349.0,151578.20921283687
2350.0,69120.65840274678
2351.0,89163.60634216855
2352.0,57315.152054390244
2353.0,89648.78162672214
2354.0,80755.26904699054
2356.0,187093.40312583858
2358.0,53470.57694678908
2363.0,47213.38569412366
2366.0,63237.35645432252
2367.0,91798.96224036039
2372.0,73943.91094572519
2373.0,106966.18919917138
2374.0,29253.312100779396
2376.0,146019.6848189014
2377.0,74525.10534586511
2378.0,71090.63583539285
2379.0,91733.73588267021
2381.0,67574.0689668311
2382.0,168863.9776872706
2386.0,816699.2321545869
2388.0,29646.33111508289
2389.0,86860.30281876025
2390.0,60444.152743166276
2392.0,59821.160725457936
2394.0,68394.89681294373
2396.0,38391.94333413044
2397.0,116893.62654787491
2398.0,43290.35153148233
2400.0,167902.18566344935
2402.0,21044.184339730735
2404.0,56986.375680549936
2405.0,64934.98475732538
2406.0,181961.56144590443
2407.0,41336.20125286173
2408.0,160709.08613612741
2409.0,88228.58528434095
2410.0,38587.62297021923
2411.0,71002.7310101555
2413.0,62775.03723454852
2414.0,140554.95657836527
2416.0,39817.803115040566
2417.0,115749.82613691177
2418.0,157010.43032690685
2420.0,57610.19985493407
2421.0,79808.51622328692
2423.0,26909.64565895444
2424.0,89314.65328361961
2426.0,327372.8292281963
2429.0,70685.91856416021
2430.0,116368.91540367804
2431.0,67848.35301170374
2435.0,71086.93799122647
2438.0,103174.19030341857
2440.0,166100.91111087217
2441.0,37433.37332730661
2443.0,46616.48254091045
2444.0,91756.06548219788
2445.0,73502.36320273715
2447.0,76380.90105755096
2450.0,114480.32487140177
2451.0,190898.25276004255
2452.0,95184.34401328911
2457.0,105335.59202063183
2458.0,153944.6658689796
2461.0,21780.950058398557
2462.0,64957.98407598461
2464.0,175478.38480472003
2466.0,35336.51831900355
2469.0,64944.90655761105
2471.0,75621.3996656616
2473.0,211343.95400157996
2474.0,54830.342978914756
2475.0,44968.31637548139
2476.0,43336.43755828882
2478.0,20927.582907586122
2480.0,74748.32410782843
2481.0,106716.48422154125
2482.0,30377.892754131903
2483.0,29008.53772964292
2484.0,528002.9003011165
2486.0,60064.195169584025
2487.0,155367.77253490273
2488.0,99043.07291947784
2489.0,38055.13679999158
2490.0,55572.99191076249
2493.0,62616.839938468554
2497.0,83783.68328634312
2498.0,90535.4550254124
2499.0,151817.1465717752
2501.0,60557.14289656037
2502.0,86503.42083354427
2503.0,107154.6555049021
2504.0,43399.43207591427
2505.0,53379.78559351447
2506.0,56589.60444139353
2507.0,58303.62070831978
2511.0,56276.13104315733
2512.0,120458.54954612057
2513.0,65934.76220853161
2522.0,98054.3127219306
2523.0,219740.6830968611
2524.0,92332.4451563048
2528.0,43471.2234238751
2529.0,52416.27239105491
2530.0,43620.01741024495
2531.0,153446.9970845336
2534.0,100680.20794421794
2535.0,55643.27118784825
2537.0,65620.38616513505
2539.0,74154.52057192853
2540.0,102174.47665340977
2541.0,77770.35702245939
2542.0,127811.97174348404
2544.0,130123.75780999823
2545.0,76606.74353645033
2546.0,118656.70454517564
2548.0,173578.0380715951
2550.0,125330.15986625731
2553.0,149726.4755294864
2556.0,46023.374896857924
2557.0,52487.1187396877
2558.0,80696.85019549695
2565.0,64593.4956007109
2567.0,85927.71286471862
2568.0,104598.60328651863
2569.0,137648.23993382137
2570.0,69765.50415728783
2572.0,91964.61404630999
2575.0,20943.293404195858
2577.0,109376.27145772701
2578.0,-67508.92688876104
2579.0,29974.381200697404
2580.0,71088.66319079809
2581.0,39214.83256618786
2582.0,71173.65637050771
2584.0,191318.26731606707
2586.0,34680.935640976495
2587.0,58365.17306125451
2588.0,72547.5693277072
2589.0,31547.265759595415
2591.0,37002.37175263933
2592.0,51534.60825049243
2593.0,34462.844730261124
2595.0,55332.308808967966
2598.0,21013.862772718185
2599.0,78378.43944998297
2603.0,31311.595745316823
2607.0,40657.89850499658
2609.0,123580.61262968443
2612.0,50431.012726982306
2614.0,92988.65048223306
2616.0,189639.6157475985
2619.0,159204.23073239822
2621.0,19550.19190127665
2624.0,69904.25679216966
2626.0,85612.18832119912
2629.0,27566.36698861509
2631.0,49406.068889717295
2632.0,76032.22270403944
2633.0,53081.73104913177
2634.0,191770.8788890335
2635.0,121869.19693647939
2636.0,110847.16516780095
2637.0,142513.04332232894
2639.0,134884.97921133967
2640.0,28857.919093528628
2641.0,193356.87715500718
2645.0,72512.65508778032
2647.0,78043.00884027212
2648.0,84211.91884010234
2651.0,68416.49615112248
2652.0,81768.40958637492
2653.0,81572.34931567208
2654.0,103694.22511645926
2656.0,146748.4858267347
2659.0,29865.132954531957
2660.0,58998.94254951324
2661.0,102993.89395124336
2668.0,28350.46912517333
2669.0,69618.62851206814
2670.0,52234.85973251269
2671.0,33143.33085232133
2672.0,107755.81508862287
2673.0,49719.48746928014
2674.0,75529.38072506835
2675.0,81327.81542221268
2677.0,37777.913139316326
2679.0,111537.1336548727
2681.0,1094757.4436707532
2683.0,135081.3644741002
2684.0,114997.82511320904
2686.0,125841.99050233151
2688.0,97542.03595516906
2689.0,99360.91171394826
2695.0,35828.516029935985
2698.0,653101.4572556446
2699.0,60910.22812910604
2702.0,33838.48065423175
2707.0,77373.8961093744
2713.0,102816.50276697712
2714.0,56211.7078314698
2715.0,172462.12695706656
2716.0,54688.16185864142
2719.0,62169.00130422918
2720.0,22006.03596219035
2721.0,116144.47192907207
2722.0,79016.18732096285
2723.0,108910.2861815819
2724.0,53320.65105664829
2726.0,80072.45405139161
2728.0,75996.50693317554
2729.0,26659.313534341698
2730.0,65728.13782794245
2733.0,47665.79247833395
2734.0,79951.18970019628
2735.0,179236.08119423795
